# 2024.11.28 created by TopoDroid v 6.2.86
# Plöm_plöm
# from to tape compass clino extend flags (declination undefined)
# units tape meters compass clino degrees
Plm10@Plöm_plöm,-,2.24,114.2,-27.4,,,
Plm10@Plöm_plöm,-,2.71,108.3,-27.9,,,
Plm10@Plöm_plöm,-,1.02,100.3,-22.1,,,
Plm10@Plöm_plöm,-,4.88,102.5,-22.9,,,
Plm10@Plöm_plöm,-,3.83,101.7,-21.6,,,
Plm10@Plöm_plöm,-,4.95,101.8,-21.6,,,
Plm10@Plöm_plöm,-,1.90,85.0,-20.9,,,
Plm10@Plöm_plöm,-,1.20,40.3,-14.6,,,
Plm10@Plöm_plöm,-,1.55,31.9,-7.8,,,
Plm10@Plöm_plöm,-,1.60,52.7,-10.6,,,
Plm10@Plöm_plöm,-,1.57,48.5,16.7,,,
Plm10@Plöm_plöm,-,1.57,27.6,6.8,,,
Plm10@Plöm_plöm,-,0.82,339.9,4.3,,,
Plm10@Plöm_plöm,-,1.21,310.3,-10.9,,,
Plm10@Plöm_plöm,-,3.29,280.2,-17.5,,,
Plm10@Plöm_plöm,-,1.56,289.6,-19.1,,,
Plm10@Plöm_plöm,-,1.72,265.6,-18.7,,,
Plm10@Plöm_plöm,-,2.00,238.0,-29.2,,,
Plm10@Plöm_plöm,-,1.26,202.2,-42.8,,,
Plm10@Plöm_plöm,-,1.39,172.7,-46.3,,,
Plm10@Plöm_plöm,-,1.05,299.8,8.5,,,
Plm10@Plöm_plöm,-,1.29,354.2,28.0,,,
Plm10@Plöm_plöm,-,2.24,61.0,-0.6,,,
Plm10@Plöm_plöm,-,1.04,11.0,-43.4,,,
Plm10@Plöm_plöm,-,1.29,51.9,-27.4,,,
Plm10@Plöm_plöm,-,0.91,41.8,-71.4,,,
Plm10@Plöm_plöm,-,1.28,149.2,-50.3,,,
Plm10@Plöm_plöm,-,1.44,210.4,-53.4,,,
Plm10@Plöm_plöm,-,1.37,270.1,-43.6,,,
Plm10@Plöm_plöm,-,2.07,274.1,-29.4,,,
Plm10@Plöm_plöm,-,2.32,264.4,-31.7,,,
Plm10@Plöm_plöm,-,1.38,306.7,-27.4,,,
Plm10@Plöm_plöm,-,2.87,283.0,-22.7,,,
Plm10@Plöm_plöm,-,1.60,265.0,-10.2,,,
Plm10@Plöm_plöm,Plm11@Plöm_plöm,0.92,15.8,38.0,1,,
Plm11@Plöm_plöm,-,1.44,83.9,25.1,,,
Plm11@Plöm_plöm,-,1.66,82.7,45.1,,,
Plm11@Plöm_plöm,-,1.77,53.7,60.0,,,
Plm11@Plöm_plöm,-,3.11,35.7,66.1,,,
Plm11@Plöm_plöm,-,3.23,17.7,68.3,,,
Plm11@Plöm_plöm,-,4.19,358.9,69.1,,,
Plm11@Plöm_plöm,-,1.55,339.9,68.3,,,
Plm11@Plöm_plöm,-,1.54,328.9,67.3,,,
Plm11@Plöm_plöm,-,1.10,315.8,60.1,,,
Plm11@Plöm_plöm,-,0.96,302.4,50.0,,,
Plm11@Plöm_plöm,-,0.37,12.3,22.1,,,
Plm11@Plöm_plöm,-,0.59,16.5,-40.7,,,
Plm11@Plöm_plöm,-,1.06,33.7,-42.7,,,
Plm11@Plöm_plöm,-,1.08,63.2,-21.1,,,
Plm11@Plöm_plöm,-,0.47,56.6,-4.1,,,
Plm11@Plöm_plöm,-,0.69,40.5,42.7,,,
Plm11@Plöm_plöm,-,2.06,26.7,60.5,,,
Plm11@Plöm_plöm,-,1.44,19.7,72.9,,,
Plm11@Plöm_plöm,-,0.51,43.7,82.5,,,
Plm11@Plöm_plöm,-,1.73,56.6,60.1,,,
Plm11@Plöm_plöm,-,1.41,34.6,69.0,,,
Plm11@Plöm_plöm,-,1.69,15.8,60.4,,,
Plm11@Plöm_plöm,-,3.04,7.3,70.9,,,
Plm11@Plöm_plöm,-,3.16,261.6,-22.3,,,
Plm11@Plöm_plöm,-,1.00,273.3,-7.4,,,
Plm11@Plöm_plöm,-,2.83,246.4,-32.5,,,
Plm11@Plöm_plöm,-,2.67,237.5,-38.6,,,
Plm11@Plöm_plöm,-,1.93,264.4,-45.8,,,
Plm11@Plöm_plöm,-,1.08,347.9,-74.0,,,
Plm11@Plöm_plöm,-,1.25,70.6,-53.5,,,
Plm10@Plöm_plöm,-,1.98,282.6,-18.2,,,
Plm10@Plöm_plöm,-,1.94,283.0,-18.1,,,
Plm10@Plöm_plöm,-,1.97,283.0,-18.2,,,
Plm10@Plöm_plöm,Plm12@Plöm_plöm,2.00,283.0,-17.5,-1,,
Plm12@Plöm_plöm,-,0.54,293.6,-2.5,,,
Plm12@Plöm_plöm,-,1.84,289.6,-0.3,,,
Plm12@Plöm_plöm,-,3.34,285.8,2.5,,,
Plm12@Plöm_plöm,-,3.57,283.0,2.5,,,
Plm12@Plöm_plöm,-,3.60,283.3,5.5,,,
Plm12@Plöm_plöm,-,3.57,279.9,2.6,,,
Plm12@Plöm_plöm,-,2.49,277.7,-3.2,,,
Plm12@Plöm_plöm,-,0.31,271.2,14.4,,,
Plm12@Plöm_plöm,-,1.71,280.1,-10.8,,,
Plm12@Plöm_plöm,-,0.69,286.9,-20.6,,,
Plm12@Plöm_plöm,-,1.03,265.3,-21.7,,,
Plm12@Plöm_plöm,-,1.50,282.0,36.7,,,
Plm12@Plöm_plöm,-,0.53,279.2,69.4,,,
Plm12@Plöm_plöm,-,0.29,186.6,-65.7,,,
Plm12@Plöm_plöm,-,0.92,206.1,-27.1,,,
Plm12@Plöm_plöm,-,0.26,205.4,-4.1,,,
Plm12@Plöm_plöm,-,0.60,171.5,-6.1,,,
Plm12@Plöm_plöm,-,1.72,148.3,0.6,,,
Plm12@Plöm_plöm,-,1.16,167.5,-32.9,,,
Plm12@Plöm_plöm,-,2.24,120.8,-1.8,,,
Plm12@Plöm_plöm,-,1.72,121.4,18.8,,,
Plm12@Plöm_plöm,-,2.03,101.3,20.2,,,
Plm12@Plöm_plöm,-,1.47,110.6,-22.0,,,
Plm12@Plöm_plöm,-,1.36,107.1,26.0,,,
Plm3@Plöm_plöm,Plm13@Plöm_plöm,5.22,199.4,-84.5,-1,,
Plm13@Plöm_plöm,-,0.15,130.8,8.4,,,
Plm13@Plöm_plöm,-,0.86,234.1,-2.3,,,
Plm13@Plöm_plöm,-,2.22,233.7,52.1,,,
Plm13@Plöm_plöm,-,2.60,240.8,74.7,,,
