6@Laci-zsomboly,-,5.07,288.9,6.7,,,
6@Laci-zsomboly,-,3.97,277.4,8.3,,,
6@Laci-zsomboly,-,2.18,331.0,1.8,,,
6@Laci-zsomboly,-,1.44,353.1,-2.7,,,
6@Laci-zsomboly,-,1.47,20.5,-8.2,,,
6@Laci-zsomboly,-,1.13,41.6,-11.1,,,
6@Laci-zsomboly,-,1.76,125.2,1.0,,,
6@Laci-zsomboly,-,3.18,144.3,13.0,,,
6@Laci-zsomboly,-,3.83,153.9,17.1,,,
6@Laci-zsomboly,-,3.94,162.6,14.6,,,
6@Laci-zsomboly,-,3.11,178.5,16.2,,,
6@Laci-zsomboly,-,2.31,190.7,19.4,,,
6@Laci-zsomboly,-,1.61,199.0,21.8,,,
6@Laci-zsomboly,-,1.11,61.2,-28.8,,,
6@Laci-zsomboly,-,1.32,78.3,-33.5,,,
6@Laci-zsomboly,-,2.13,105.0,-31.2,,,
6@Laci-zsomboly,-,4.21,92.2,-35.4,,,
6@Laci-zsomboly,7@Laci-zsomboly,2.92,94.8,-34.2,1,,
7@Laci-zsomboly,-,1.26,157.3,-31.0,,,
7@Laci-zsomboly,-,1.56,136.0,-24.7,,,
7@Laci-zsomboly,-,1.71,138.1,-21.5,,,
7@Laci-zsomboly,-,1.53,139.3,-23.0,,,
7@Laci-zsomboly,-,1.34,113.8,-20.8,,,
7@Laci-zsomboly,-,1.00,87.8,-26.6,,,
7@Laci-zsomboly,-,4.00,249.2,39.8,,,
7@Laci-zsomboly,-,4.79,256.1,40.0,,,
7@Laci-zsomboly,-,4.47,258.4,38.9,,,
7@Laci-zsomboly,-,1.14,283.6,24.7,,,
7@Laci-zsomboly,-,0.71,246.8,30.5,,,
7@Laci-zsomboly,-,1.02,302.3,11.4,,,
7@Laci-zsomboly,-,1.64,320.8,7.3,,,
7@Laci-zsomboly,-,1.84,335.9,8.1,,,
7@Laci-zsomboly,-,2.94,347.3,9.1,,,
7@Laci-zsomboly,-,3.31,0.6,10.3,,,
7@Laci-zsomboly,-,8.36,7.3,12.1,,,
7@Laci-zsomboly,-,10.26,15.8,16.1,,,
7@Laci-zsomboly,-,3.75,21.7,15.5,,,
7@Laci-zsomboly,-,3.61,31.6,16.0,,,
7@Laci-zsomboly,-,3.39,357.5,28.2,,,
7@Laci-zsomboly,-,5.91,5.4,30.7,,,
7@Laci-zsomboly,-,8.69,10.4,29.5,,,
7@Laci-zsomboly,-,10.39,17.8,26.9,,,
7@Laci-zsomboly,-,8.67,25.4,24.6,,,
7@Laci-zsomboly,-,0.93,61.3,-8.4,,,
7@Laci-zsomboly,-,1.19,47.8,-9.4,,,
7@Laci-zsomboly,-,2.35,40.8,-7.2,,,
7@Laci-zsomboly,-,3.07,32.1,-5.5,,,
7@Laci-zsomboly,-,3.68,33.7,-26.5,,,
7@Laci-zsomboly,8@Laci-zsomboly,7.53,2.5,-25.5,1,,
8@Laci-zsomboly,-,1.67,6.4,34.1,,,
8@Laci-zsomboly,-,1.87,19.4,14.1,,,
8@Laci-zsomboly,-,3.44,26.2,10.8,,,
8@Laci-zsomboly,-,4.09,38.5,3.3,,,
8@Laci-zsomboly,-,4.52,73.2,1.7,,,
8@Laci-zsomboly,-,2.73,96.1,8.1,,,
8@Laci-zsomboly,-,3.78,101.6,25.3,,,
8@Laci-zsomboly,-,6.47,109.3,40.4,,,
8@Laci-zsomboly,-,7.33,114.1,61.6,,,
8@Laci-zsomboly,-,8.84,113.8,67.6,,,
8@Laci-zsomboly,-,8.20,111.6,73.8,,,
8@Laci-zsomboly,-,9.19,112.8,70.5,,,
8@Laci-zsomboly,-,7.26,138.1,81.5,,,
8@Laci-zsomboly,-,5.73,207.9,83.1,,,
8@Laci-zsomboly,-,5.38,236.4,72.9,,,
8@Laci-zsomboly,-,2.48,237.0,68.4,,,
8@Laci-zsomboly,-,0.62,244.1,62.0,,,
8@Laci-zsomboly,-,2.45,104.6,-11.0,,,
8@Laci-zsomboly,-,3.74,97.9,-35.4,,,
8@Laci-zsomboly,-,4.23,93.5,-50.7,,,
8@Laci-zsomboly,-,5.51,86.1,-58.0,,,
8@Laci-zsomboly,-,7.08,82.8,-62.3,,,
8@Laci-zsomboly,-,7.94,79.3,-69.6,,,
8@Laci-zsomboly,-,12.13,72.0,-73.6,,,
8@Laci-zsomboly,-,8.45,73.0,-75.2,,,
8@Laci-zsomboly,-,4.75,83.6,-78.1,,,
8@Laci-zsomboly,-,2.07,106.2,-80.5,,,
8@Laci-zsomboly,-,1.66,210.3,29.3,,,
8@Laci-zsomboly,-,2.59,205.8,20.8,,,
8@Laci-zsomboly,-,2.72,198.3,19.0,,,
8@Laci-zsomboly,-,4.17,195.9,15.5,,,
8@Laci-zsomboly,-,4.34,185.2,15.8,,,
8@Laci-zsomboly,-,8.03,187.0,27.1,,,
8@Laci-zsomboly,-,7.60,179.6,26.2,,,
8@Laci-zsomboly,-,7.15,171.1,22.2,,,
8@Laci-zsomboly,-,6.24,166.3,20.1,,,
8@Laci-zsomboly,-,2.74,158.7,19.4,,,
8@Laci-zsomboly,-,2.64,149.2,17.4,,,
8@Laci-zsomboly,-,2.67,140.0,16.5,,,
8@Laci-zsomboly,-,2.58,126.0,23.9,,,
8@Laci-zsomboly,-,3.40,114.1,26.7,,,
8@Laci-zsomboly,-,4.16,101.0,28.8,,,
8@Laci-zsomboly,-,6.48,125.0,45.3,,,
8@Laci-zsomboly,-,5.70,147.5,51.1,,,
8@Laci-zsomboly,-,6.68,160.7,53.5,,,
8@Laci-zsomboly,-,7.04,167.4,61.5,,,
8@Laci-zsomboly,-,8.43,168.1,67.8,,,
8@Laci-zsomboly,-,6.59,168.8,70.3,,,
8@Laci-zsomboly,-,5.76,36.1,-37.4,,,
8@Laci-zsomboly,-,7.26,51.5,-46.6,,,
8@Laci-zsomboly,-,6.90,65.2,-43.2,,,
8@Laci-zsomboly,9@Laci-zsomboly,6.37,44.7,-40.9,1,,
9@Laci-zsomboly,-,1.58,275.6,-17.0,,,
9@Laci-zsomboly,-,1.98,244.2,-14.7,,,
9@Laci-zsomboly,-,2.79,226.7,-51.3,,,
9@Laci-zsomboly,-,2.13,198.2,-66.6,,,
9@Laci-zsomboly,-,6.60,253.9,-46.7,,,
9@Laci-zsomboly,-,7.24,276.3,-46.1,,,
9@Laci-zsomboly,-,1.11,26.9,22.2,,,
9@Laci-zsomboly,-,2.29,50.1,22.3,,,
9@Laci-zsomboly,-,2.70,74.5,16.7,,,
9@Laci-zsomboly,-,2.22,118.5,15.4,,,
9@Laci-zsomboly,-,2.61,105.9,17.9,,,
9@Laci-zsomboly,-,2.60,95.6,19.0,,,
9@Laci-zsomboly,-,3.27,85.5,20.3,,,
9@Laci-zsomboly,-,1.64,130.1,6.5,,,
9@Laci-zsomboly,-,1.62,120.0,10.8,,,
9@Laci-zsomboly,10@Laci-zsomboly,4.97,91.0,14.4,1,,
10@Laci-zsomboly,-,0.76,280.0,-2.2,,,
10@Laci-zsomboly,-,2.26,263.3,-4.4,,,
10@Laci-zsomboly,-,5.12,272.8,-1.0,,,
10@Laci-zsomboly,-,0.86,253.2,-6.1,,,
10@Laci-zsomboly,-,0.47,193.1,-6.0,,,
10@Laci-zsomboly,-,0.54,151.0,-24.5,,,
10@Laci-zsomboly,-,0.99,122.4,-29.6,,,
10@Laci-zsomboly,-,0.93,81.1,-28.9,,,
10@Laci-zsomboly,-,1.98,102.4,-16.1,,,
10@Laci-zsomboly,-,2.41,97.5,-17.6,,,
10@Laci-zsomboly,-,1.87,91.8,-18.0,,,
10@Laci-zsomboly,11@Laci-zsomboly,2.33,100.7,-25.5,1,,
11@Laci-zsomboly,-,1.32,296.9,70.1,,,
11@Laci-zsomboly,-,1.48,279.0,73.9,,,
11@Laci-zsomboly,-,3.24,10.6,80.1,,,
11@Laci-zsomboly,-,0.34,351.8,9.7,,,
11@Laci-zsomboly,-,0.66,299.8,-7.9,,,
11@Laci-zsomboly,-,1.53,278.5,5.4,,,
11@Laci-zsomboly,-,1.20,281.5,4.0,,,
11@Laci-zsomboly,-,0.64,16.5,-38.8,,,
11@Laci-zsomboly,-,0.52,25.7,-37.6,,,
11@Laci-zsomboly,-,1.49,257.0,7.3,,,
11@Laci-zsomboly,-,0.46,246.3,16.1,,,
11@Laci-zsomboly,12@Laci-zsomboly,3.21,121.2,-77.0,1,,
12@Laci-zsomboly,-,4.26,294.8,69.1,,,
12@Laci-zsomboly,-,0.91,244.1,53.8,,,
12@Laci-zsomboly,-,0.68,207.4,28.1,,,
12@Laci-zsomboly,-,0.57,142.9,17.5,,,
12@Laci-zsomboly,-,0.97,90.4,59.3,,,
12@Laci-zsomboly,-,1.10,35.6,82.7,,,
12@Laci-zsomboly,13@Laci-zsomboly,1.40,110.3,-30.3,1,,
13@Laci-zsomboly,-,1.19,275.4,57.0,,,
13@Laci-zsomboly,-,2.00,302.4,56.1,,,
13@Laci-zsomboly,-,0.40,359.0,20.9,,,
13@Laci-zsomboly,-,0.41,53.4,3.7,,,
13@Laci-zsomboly,-,0.90,74.8,-54.2,,,
13@Laci-zsomboly,-,0.51,97.8,26.0,,,
13@Laci-zsomboly,14@Laci-zsomboly,1.45,85.3,-25.2,1,,belövés
9@Laci-zsomboly,15@Laci-zsomboly,3.50,180.7,-51.8,1,,következő Y 
15@Laci-zsomboly,16@Laci-zsomboly,1.81,313.3,-61.9,1,,szembe vp. 
16@Laci-zsomboly,17@Laci-zsomboly,2.06,110.9,-61.5,1,,
17@Laci-zsomboly,-,4.36,24.6,9.1,,,
17@Laci-zsomboly,-,3.95,4.2,12.7,,,
17@Laci-zsomboly,-,4.12,346.4,15.7,,,
17@Laci-zsomboly,-,3.95,340.2,21.0,,,
17@Laci-zsomboly,-,5.78,344.5,30.4,,,
17@Laci-zsomboly,-,6.06,336.7,30.3,,,
17@Laci-zsomboly,-,6.03,328.8,27.3,,,
17@Laci-zsomboly,-,5.64,324.3,26.4,,,
17@Laci-zsomboly,-,6.65,321.9,26.2,,,
17@Laci-zsomboly,-,6.61,314.0,24.9,,,
17@Laci-zsomboly,-,7.20,303.3,23.7,,,
17@Laci-zsomboly,-,6.67,295.4,22.1,,,
17@Laci-zsomboly,-,5.37,290.9,20.5,,,
17@Laci-zsomboly,-,5.38,287.0,19.2,,,
17@Laci-zsomboly,-,4.86,283.9,18.9,,,
17@Laci-zsomboly,-,0.58,279.4,16.4,,,
17@Laci-zsomboly,-,2.36,273.3,15.6,,,
17@Laci-zsomboly,-,4.19,27.0,-3.1,,,
17@Laci-zsomboly,-,4.41,31.2,-7.6,,,
17@Laci-zsomboly,-,2.44,34.1,-33.2,,,
17@Laci-zsomboly,-,1.03,220.2,20.9,,,
17@Laci-zsomboly,-,3.05,228.2,22.2,,,
17@Laci-zsomboly,-,2.46,225.6,13.9,,,
17@Laci-zsomboly,-,2.36,228.5,12.9,,,
17@Laci-zsomboly,-,1.69,239.4,12.6,,,
17@Laci-zsomboly,-,1.34,245.9,14.3,,,
17@Laci-zsomboly,-,1.49,252.1,13.9,,,
17@Laci-zsomboly,-,2.08,2.6,62.2,,,
17@Laci-zsomboly,-,2.82,307.2,66.6,,,
17@Laci-zsomboly,-,2.78,259.4,58.1,,,
17@Laci-zsomboly,-,1.18,251.0,83.2,,,
17@Laci-zsomboly,-,5.41,244.9,-68.4,,,
17@Laci-zsomboly,-,3.92,285.7,-57.7,,,
17@Laci-zsomboly,18@Laci-zsomboly,4.95,244.5,-68.4,1,,
18@Laci-zsomboly,-,2.59,271.2,33.9,,,
18@Laci-zsomboly,-,2.58,258.1,24.9,,,
18@Laci-zsomboly,-,9.23,244.6,23.8,,,
18@Laci-zsomboly,-,10.38,230.5,22.9,,,
18@Laci-zsomboly,-,13.05,214.0,20.0,,,
18@Laci-zsomboly,-,10.59,203.8,25.5,,,
18@Laci-zsomboly,-,8.85,188.1,31.4,,,
18@Laci-zsomboly,-,8.93,178.4,34.6,,,
18@Laci-zsomboly,-,5.00,174.1,29.1,,,
18@Laci-zsomboly,-,3.12,153.1,27.4,,,
18@Laci-zsomboly,-,3.05,141.9,27.2,,,
18@Laci-zsomboly,-,1.84,123.4,26.8,,,
18@Laci-zsomboly,-,2.13,151.3,-44.3,,,
18@Laci-zsomboly,-,4.35,162.6,-48.3,,,
18@Laci-zsomboly,-,4.34,177.1,-46.5,,,
18@Laci-zsomboly,-,4.34,295.6,49.5,,,
18@Laci-zsomboly,-,6.88,307.7,52.0,,,
18@Laci-zsomboly,-,9.44,322.6,55.2,,,
18@Laci-zsomboly,-,8.88,346.4,57.5,,,
18@Laci-zsomboly,-,7.62,19.5,57.8,,,
18@Laci-zsomboly,-,6.23,47.7,60.6,,,
18@Laci-zsomboly,-,1.96,75.8,65.4,,,
18@Laci-zsomboly,-,1.73,112.7,56.2,,,
18@Laci-zsomboly,-,2.72,140.3,54.8,,,
18@Laci-zsomboly,-,3.74,163.9,47.0,,,
18@Laci-zsomboly,19@Laci-zsomboly,3.84,177.0,-52.4,1,,
19@Laci-zsomboly,-,0.68,179.4,9.5,,,
19@Laci-zsomboly,-,0.66,149.7,3.0,,,
19@Laci-zsomboly,-,0.93,103.9,0.4,,,
19@Laci-zsomboly,-,1.10,80.0,-0.9,,,
19@Laci-zsomboly,-,2.08,341.5,33.3,,,
19@Laci-zsomboly,-,2.38,325.5,34.1,,,
19@Laci-zsomboly,-,2.23,3.6,19.9,,,
19@Laci-zsomboly,-,3.57,6.8,19.2,,,
19@Laci-zsomboly,-,4.50,10.4,19.1,,,
19@Laci-zsomboly,-,0.76,17.4,16.4,,,
19@Laci-zsomboly,-,2.62,25.0,15.4,,,
19@Laci-zsomboly,-,2.00,34.5,15.7,,,
19@Laci-zsomboly,-,2.06,44.6,16.3,,,
19@Laci-zsomboly,-,4.99,241.1,-55.4,,,
19@Laci-zsomboly,-,6.01,222.9,-50.2,,,
19@Laci-zsomboly,-,7.99,203.7,-52.2,,,
19@Laci-zsomboly,-,8.32,185.6,-54.2,,,
19@Laci-zsomboly,-,8.24,166.3,-57.8,,,
19@Laci-zsomboly,-,5.74,143.9,-58.5,,,
19@Laci-zsomboly,-,15.46,131.3,-63.7,,,
19@Laci-zsomboly,-,5.01,264.9,-76.9,,,
19@Laci-zsomboly,-,6.18,3.9,-76.2,,,
19@Laci-zsomboly,-,9.90,40.5,-46.3,,,
19@Laci-zsomboly,-,0.29,44.6,-43.2,,,
19@Laci-zsomboly,-,1.26,56.8,83.7,,,
19@Laci-zsomboly,20@Laci-zsomboly,14.05,100.7,-66.1,1,,
20@Laci-zsomboly,-,4.43,201.0,2.2,,,
20@Laci-zsomboly,-,5.10,209.1,3.5,,,
20@Laci-zsomboly,-,6.05,211.5,5.4,,,
20@Laci-zsomboly,-,6.88,222.1,9.8,,,
20@Laci-zsomboly,-,7.90,230.9,12.3,,,
20@Laci-zsomboly,-,8.69,244.1,13.3,,,
20@Laci-zsomboly,-,8.04,252.0,13.6,,,
20@Laci-zsomboly,-,1.33,71.0,8.5,,,
20@Laci-zsomboly,-,1.98,61.5,9.8,,,
20@Laci-zsomboly,-,2.57,54.0,10.2,,,
20@Laci-zsomboly,-,3.77,48.7,9.5,,,
20@Laci-zsomboly,-,5.63,45.9,6.6,,,
20@Laci-zsomboly,-,7.24,40.7,3.4,,,
20@Laci-zsomboly,-,8.10,37.5,1.4,,,
20@Laci-zsomboly,-,11.57,34.5,-1.8,,,
20@Laci-zsomboly,-,16.23,20.3,-3.9,,,
20@Laci-zsomboly,-,15.99,25.5,-2.8,,,
20@Laci-zsomboly,-,9.33,10.5,-2.0,,,
20@Laci-zsomboly,-,8.65,356.7,0.2,,,
20@Laci-zsomboly,-,8.33,347.1,2.6,,,
20@Laci-zsomboly,-,8.67,339.8,4.7,,,
20@Laci-zsomboly,-,6.78,328.0,6.2,,,
20@Laci-zsomboly,-,5.02,314.4,8.5,,,
20@Laci-zsomboly,-,4.01,308.0,7.1,,,
20@Laci-zsomboly,-,3.46,303.0,6.8,,,
20@Laci-zsomboly,-,6.52,214.4,0.3,,,
20@Laci-zsomboly,-,7.12,214.5,-0.4,,,
20@Laci-zsomboly,-,8.03,219.9,-0.8,,,
20@Laci-zsomboly,-,7.91,225.3,-1.4,,,
20@Laci-zsomboly,-,7.41,231.0,-1.6,,,
20@Laci-zsomboly,-,7.29,237.9,0.6,,,
20@Laci-zsomboly,-,7.09,247.6,0.8,,,
20@Laci-zsomboly,-,6.73,260.4,-2.7,,,
20@Laci-zsomboly,-,6.23,269.5,-5.4,,,
20@Laci-zsomboly,-,6.27,274.2,-13.4,,,
20@Laci-zsomboly,-,5.83,286.6,-18.3,,,
20@Laci-zsomboly,-,5.31,298.8,-19.5,,,
20@Laci-zsomboly,-,4.97,304.6,-19.4,,,
20@Laci-zsomboly,-,4.61,306.3,-19.6,,,
20@Laci-zsomboly,-,4.75,311.3,-16.3,,,
20@Laci-zsomboly,-,0.46,207.1,-82.8,,,
20@Laci-zsomboly,-,0.60,126.6,-36.0,,,
20@Laci-zsomboly,-,0.74,293.5,-66.5,,,
20@Laci-zsomboly,-,0.48,309.8,-40.5,,,
20@Laci-zsomboly,-,4.10,308.8,-30.3,,,
20@Laci-zsomboly,-,3.26,297.4,7.2,,,
20@Laci-zsomboly,-,4.18,299.3,43.9,,,
20@Laci-zsomboly,-,5.33,302.1,54.0,,,
20@Laci-zsomboly,-,10.20,236.9,55.6,,,
20@Laci-zsomboly,-,17.86,249.2,54.0,,,
20@Laci-zsomboly,-,7.56,249.5,21.6,,,
20@Laci-zsomboly,-,7.53,249.9,32.3,,,
20@Laci-zsomboly,-,12.82,252.9,41.5,,,
20@Laci-zsomboly,-,19.00,255.9,47.7,,,
20@Laci-zsomboly,-,21.83,259.7,53.7,,,
20@Laci-zsomboly,-,25.08,262.7,58.8,,,
20@Laci-zsomboly,-,23.43,268.9,60.9,,,
20@Laci-zsomboly,-,14.04,272.2,62.8,,,
20@Laci-zsomboly,-,14.09,280.5,64.5,,,
20@Laci-zsomboly,-,22.37,282.1,65.0,,,
20@Laci-zsomboly,-,15.74,291.9,65.4,,,
20@Laci-zsomboly,-,14.04,308.2,65.1,,,
20@Laci-zsomboly,-,13.60,324.4,65.8,,,
20@Laci-zsomboly,-,14.05,341.4,61.5,,,
20@Laci-zsomboly,-,11.78,352.1,56.8,,,
20@Laci-zsomboly,-,11.35,5.6,40.8,,,
20@Laci-zsomboly,-,10.60,9.2,35.8,,,
20@Laci-zsomboly,-,10.49,14.1,21.0,,,
20@Laci-zsomboly,-,13.08,21.5,11.0,,,
20@Laci-zsomboly,21@Laci-zsomboly,8.11,346.6,0.7,1,,
21@Laci-zsomboly,-,1.86,227.2,43.0,,,
21@Laci-zsomboly,-,2.32,243.5,47.5,,,
21@Laci-zsomboly,-,2.63,258.9,46.2,,,
21@Laci-zsomboly,-,3.22,270.0,45.0,,,
21@Laci-zsomboly,-,4.07,276.5,41.4,,,
21@Laci-zsomboly,-,3.72,299.0,51.2,,,
21@Laci-zsomboly,-,2.05,308.7,49.8,,,
21@Laci-zsomboly,-,1.48,294.9,39.8,,,
21@Laci-zsomboly,-,1.58,343.1,58.1,,,
21@Laci-zsomboly,-,4.46,278.8,35.7,,,
21@Laci-zsomboly,-,2.16,262.9,23.5,,,
21@Laci-zsomboly,-,1.74,261.6,11.4,,,
21@Laci-zsomboly,22@Laci-zsomboly,4.47,278.8,35.7,-1,,
22@Laci-zsomboly,-,0.91,90.1,21.6,,,
22@Laci-zsomboly,-,0.98,82.2,59.5,,,
22@Laci-zsomboly,-,1.62,236.5,83.6,,,
22@Laci-zsomboly,-,1.28,285.5,40.5,,,
22@Laci-zsomboly,-,0.82,3.2,49.7,,,
22@Laci-zsomboly,-,0.89,48.0,26.1,,,
22@Laci-zsomboly,-,0.95,74.9,32.6,,,
22@Laci-zsomboly,-,1.43,274.9,47.4,,,
22@Laci-zsomboly,23@Laci-zsomboly,1.37,275.4,46.4,-1,,hasadék vége fel vp
22@Laci-zsomboly,24@Laci-zsomboly,4.09,202.3,-76.1,-1,,hasadék vége lent vp
21@Laci-zsomboly,25@Laci-zsomboly,9.89,72.5,-18.4,1,,felmászás jobb oldal
25@Laci-zsomboly,26@Laci-zsomboly,7.44,266.5,16.1,1,,
25@Laci-zsomboly,-,6.32,262.2,14.4,,,
25@Laci-zsomboly,-,7.24,265.2,15.9,,,
25@Laci-zsomboly,-,5.83,267.7,15.5,,,
25@Laci-zsomboly,-,6.08,263.8,8.9,,,
25@Laci-zsomboly,-,6.73,261.5,9.2,,,
25@Laci-zsomboly,-,5.87,256.4,6.6,,,
25@Laci-zsomboly,-,5.08,297.1,-2.2,,,
25@Laci-zsomboly,-,1.04,8.1,-28.4,,,
25@Laci-zsomboly,-,3.71,353.9,-23.9,,,
25@Laci-zsomboly,27@Laci-zsomboly,6.49,304.3,-24.9,1,,
27@Laci-zsomboly,-,4.39,98.4,6.6,,,
27@Laci-zsomboly,-,5.63,65.8,8.9,,,
27@Laci-zsomboly,-,5.64,47.2,10.1,,,
27@Laci-zsomboly,-,7.24,50.6,0.4,,,
27@Laci-zsomboly,-,6.85,30.2,-2.8,,,
27@Laci-zsomboly,-,9.76,34.4,-6.1,,,
27@Laci-zsomboly,-,6.30,21.2,-3.5,,,
27@Laci-zsomboly,-,5.68,10.1,-0.7,,,
27@Laci-zsomboly,-,2.96,0.0,0.9,,,
27@Laci-zsomboly,-,3.60,315.3,-2.0,,,
27@Laci-zsomboly,-,4.14,305.0,-1.9,,,
27@Laci-zsomboly,-,4.16,298.8,1.3,,,
27@Laci-zsomboly,-,4.17,278.5,-0.3,,,
27@Laci-zsomboly,-,1.82,342.5,14.7,,,
27@Laci-zsomboly,-,2.29,353.7,1.0,,,
27@Laci-zsomboly,28@Laci-zsomboly,1.41,42.2,6.3,1,,sátor rúd 
28@Laci-zsomboly,29@Laci-zsomboly,8.57,35.0,-14.1,1,,
29@Laci-zsomboly,-,4.17,269.8,2.1,,,
29@Laci-zsomboly,-,4.25,286.1,-1.2,,,
29@Laci-zsomboly,-,4.55,295.3,-2.4,,,
29@Laci-zsomboly,-,3.53,298.3,-2.9,,,
29@Laci-zsomboly,-,3.13,306.1,-5.7,,,
29@Laci-zsomboly,-,3.82,318.6,-7.1,,,
29@Laci-zsomboly,-,3.26,330.7,-11.9,,,
29@Laci-zsomboly,-,2.88,339.1,-10.6,,,
29@Laci-zsomboly,-,0.47,347.5,-11.7,,,
29@Laci-zsomboly,-,2.28,356.7,-18.3,,,
29@Laci-zsomboly,-,2.45,14.7,-25.2,,,
29@Laci-zsomboly,-,3.23,36.6,-23.4,,,
29@Laci-zsomboly,-,3.14,58.2,-19.1,,,
29@Laci-zsomboly,-,3.40,68.8,-18.9,,,
29@Laci-zsomboly,-,3.98,81.8,-15.5,,,
29@Laci-zsomboly,-,3.50,94.8,-20.4,,,
